Title,Director,Budget (INR Crores),Duration (mins),Genre
The Lone Ranger,Gore Verbinski,1784.5,150,Action
The Host,Andrew Niccol,332.0,125,Action
Turbo,David Soren,1120.5,96,Animation
What If,Michael Dowse,91.3,98,Comedy
2 Guns,Baltasar KormÃ¡kur,506.3,109,Action
Enough Said,Nicole Holofcener,66.4,93,Comedy
Side Effects,Steven Soderbergh,249.0,106,Crime
The Heat,Paul Feig,356.9,117,Action
Insidious: Chapter 2,James Wan,41.5,106,Horror
Redemption,Steven Knight,166.0,100,Action
Belle,Amma Asante,90.47,100,Biography
After Earth,M. Night Shyamalan,1079.0,100,Action
Lee Daniels' The Butler,Lee Daniels,249.0,132,Biography
Only God Forgives,Nicolas Winding Refn,39.84,90,Action
RED 2,Dean Parisot,697.2,116,Action
Blood Ties,Guillaume Canet,211.65,127,Action
Dead Man Down,Niels Arden Oplev,249.0,118,Action
The Spectacular Now,James Ponsoldt,20.75,95,Comedy
42,Brian Helgeland,332.0,128,Biography
The Last Stand,Jee-woon Kim,373.5,107,Action
Filth,Jon S. Baird,41.5,97,Comedy
The Grand Seduction,Don McKellar,105.41,113,Comedy
Saving Mr. Banks,John Lee Hancock,290.5,125,Biography
The Book Thief,Brian Percival,157.7,131,Drama
The Hangover Part III,Todd Phillips,854.9,100,Comedy
Lovelace,Rob Epstein,83.0,93,Biography
The Bling Ring,Sofia Coppola,66.4,90,Biography
The Family,Luc Besson,249.0,111,Comedy
The Wind Rises,Hayao Miyazaki,249.0,126,Animation
Life of Crime,Daniel Schechter,99.6,98,Comedy
Beautiful Creatures,Richard LaGravenese,498.0,124,Drama
Joe,David Gordon Green,33.2,117,Crime
Delivery Man,Ken Scott,215.8,105,Comedy
Grudge Match,Peter Segal,332.0,113,Comedy
Planes,Klay Hall,415.0,91,Animation
Cloudy with a Chance of Meatballs 2,Cody Cameron,647.4,95,Animation
Jack the Giant Slayer,Bryan Singer,1618.5,114,Adventure
Blue Ruin,Jeremy Saulnier,3.49,90,Crime
Epic,Chris Wedge,830.0,102,Animation
Dark Skies,Scott Stewart,29.05,97,Horror
Nebraska,Alexander Payne,99.6,115,Adventure
Labor Day,Jason Reitman,149.4,111,Drama
Trance,Danny Boyle,166.0,101,Crime
Broken City,Allen Hughes,290.5,109,Action
The Zero Theorem,Terry Gilliam,70.55,107,Comedy
All Is Lost,J.C. Chandor,74.7,106,Action
Anna,Jorge Dorado,58.1,99,Drama
Third Person,Paul Haggis,232.4,137,Drama
The Grandmaster,Kar-Wai Wong,320.38,130,Action
The Incredible Burt Wonderstone,Don Scardino,249.0,100,Comedy
The Big Wedding,Justin Zackham,290.5,89,Comedy
Snitch,Ric Roman Waugh,124.5,112,Action
The Smurfs 2,Raja Gosnell,871.5,105,Animation
Last Vegas,Jon Turteltaub,232.4,105,Comedy
Fruitvale Station,Ryan Coogler,7.47,85,Biography
Bad Grandpa,Jeff Tremaine,124.5,92,Comedy
Philomena,Stephen Frears,99.6,98,Biography
The Canyons,Paul Schrader,2.08,99,Drama
Jobs,Joshua Michael Stern,99.6,128,Biography
The Immigrant,James Gray,132.8,120,Drama
21 & Over,Jon Lucas,107.9,93,Comedy
Runner Runner,Brad Furman,249.0,88,Crime
A Haunted House,Michael Tiddes,20.75,86,Comedy
How I Live Now,Kevin Macdonald,66.4,101,Action
Upstream Color,Shane Carruth,0.41,96,Drama
Parkland,Peter Landesman,83.0,93,Drama
Paranoia,Robert Luketic,290.5,106,Drama
The Past,Asghar Farhadi,91.3,130,Drama
The Fifth Estate,Bill Condon,232.4,128,Biography
Bad Words,Jason Bateman,83.0,89,Comedy
Man of Tai Chi,Keanu Reeves,207.5,105,Action
The East,Zal Batmanglij,53.95,116,Crime
The Lunchbox,Ritesh Batra,8.3,104,Drama
Getaway,Courtney Solomon,149.4,90,Action
Guardians of the Galaxy,James Gunn,1411.0,121,Action
Interstellar,Christopher Nolan,1369.5,169,Adventure
John Wick,Chad Stahelski,166.0,101,Action
Edge of Tomorrow,Doug Liman,1477.4,113,Action
Gone Girl,David Fincher,506.3,149,Drama
Captain America: The Winter Soldier,Anthony Russo,1411.0,136,Action
The Grand Budapest Hotel,Wes Anderson,207.5,99,Adventure
Whiplash,Damien Chazelle,27.39,106,Drama
Kingsman: The Secret Service,Matthew Vaughn,672.3,129,Action
Ex Machina,Alex Garland,124.5,108,Drama
Divergent,Neil Burger,705.5,139,Action
Nightcrawler,Dan Gilroy,70.55,117,Crime
The Hobbit: The Battle of the Five Armies,Peter Jackson,2075.0,144,Adventure
The Equalizer,Antoine Fuqua,456.5,132,Action
The Maze Runner,Wes Ball,282.2,113,Action
Lucy,Luc Besson,332.0,89,Action
Chef,Jon Favreau,91.3,114,Adventure
What We Do in the Shadows,Jemaine Clement,13.28,86,Comedy
The Imitation Game,Morten Tyldum,116.2,114,Biography
Fury,David Ayer,564.4,134,Action
X-Men: Days of Future Past,Bryan Singer,1660.0,132,Action
Predestination,Michael Spierig,42.33,97,Action
The Purge: Anarchy,James DeMonaco,74.7,103,Action
Birdman or (The Unexpected Virtue of Ignorance),Alejandro G. IÃ±Ã¡rritu,149.4,119,Comedy
It Follows,David Robert Mitchell,8.3,100,Horror
Blended,Frank Coraci,332.0,117,Comedy
Hercules,Brett Ratner,830.0,98,Action
The Judge,David Dobkin,415.0,141,Crime
Annie,Will Gluck,539.5,118,Comedy
Godzilla,Gareth Edwards,1328.0,123,Action
The Giver,Phillip Noyce,207.5,97,Drama
300: Rise of an Empire,Noam Murro,913.0,102,Action
American Sniper,Clint Eastwood,488.04,133,Action
Big Hero 6,Don Hall,1369.5,102,Animation
The Amazing Spider-Man 2,Marc Webb,1660.0,142,Action
Maleficent,Robert Stromberg,1494.0,97,Action
Into the Woods,Rob Marshall,415.0,125,Adventure
Unbroken,Angelina Jolie,539.5,137,Action
The Lego Movie,Christopher Miller,498.0,100,Animation
The Hunger Games: Mockingjay - Part 1,Francis Lawrence,1037.5,123,Action
Tusk,Kevin Smith,24.9,102,Comedy
Night at the Museum: Secret of the Tomb,Shawn Levy,1054.1,98,Adventure
The Fault in Our Stars,Josh Boone,99.6,126,Drama
"As Above, So Below",John Erick Dowdle,41.5,93,Horror
Annabelle,John R. Leonetti,53.95,99,Horror
Boyhood,Richard Linklater,33.2,165,Drama
The Theory of Everything,James Marsh,124.5,123,Biography
The Expendables 3,Patrick Hughes,664.0,126,Action
The Interview,Evan Goldberg,365.2,112,Action
The Drop,MichaÃ«l R. Roskam,104.58,106,Crime
Transformers: Age of Extinction,Michael Bay,1743.0,165,Action
Inherent Vice,Paul Thomas Anderson,166.0,148,Comedy
Neighbors,Nicholas Stoller,149.4,97,Comedy
The Babadook,Jennifer Kent,16.6,94,Drama
Sex Tape,Jake Kasdan,332.0,94,Comedy
The Other Woman,Nick Cassavetes,332.0,109,Comedy
Wild Tales,DamiÃ¡n Szifron,27.39,122,Comedy
Wild,Jean-Marc VallÃ©e,124.5,115,Adventure
Foxcatcher,Bennett Miller,199.2,134,Biography
The Guest,Adam Wingard,41.5,100,Action
Teenage Mutant Ninja Turtles,Jonathan Liebesman,1037.5,101,Action
RoboCop,JosÃ© Padilha,830.0,117,Action
22 Jump Street,Phil Lord,415.0,112,Action
Dawn of the Planet of the Apes,Matt Reeves,1411.0,130,Action
Sin City: A Dame to Kill for,Frank Miller,539.5,102,Action
Brick Mansions,Camille Delamarre,232.4,90,Action
Vampire Academy,Mark Waters,249.0,104,Action
The Monuments Men,George Clooney,581.0,118,Comedy
Honeymoon,Leigh Janiak,8.3,87,Drama
Dumb and Dumber to,Bobby Farrelly,332.0,109,Comedy
How to Train Your Dragon 2,Dean DeBlois,1203.5,102,Animation
Noah,Darren Aronofsky,1037.5,138,Action
A Walk Among the Tombstones,Scott Frank,232.4,114,Action
Need for Speed,Scott Waugh,547.8,132,Action
Rio 2,Carlos Saldanha,854.9,101,Animation
Seventh Son,Sergei Bodrov,788.5,102,Action
Exodus: Gods and Kings,Ridley Scott,1162.0,150,Action
A Million Ways to Die in the West,Seth MacFarlane,332.0,116,Comedy
Sabotage,David Ayer,290.5,109,Action
Paddington,Paul King,456.5,95,Animation
Non-Stop,Jaume Collet-Serra,415.0,106,Action
The Best of Me,Michael Hoffman,215.8,118,Drama
Horrible Bosses 2,Sean Anders,348.6,108,Comedy
This Is Where I Leave You,Shawn Levy,164.34,103,Comedy
Into the Storm,Steven Quale,415.0,89,Action
Penguins of Madagascar,Eric Darnell,1095.6,92,Animation
Jack Ryan: Shadow Recruit,Kenneth Branagh,498.0,105,Action
The Book of Life,Jorge R. GutiÃ©rrez,415.0,95,Animation
The November Man,Roger Donaldson,124.5,108,Action
Dracula Untold,Gary Shore,581.0,92,Action
Unfriended,Levan Gabriadze,8.3,83,Horror
I Origins,Mike Cahill,8.3,106,Drama
Transcendence,Wally Pfister,830.0,119,Action
Endless Love,Shana Feste,166.0,104,Drama
Before I Go to Sleep,Rowan Joffe,182.6,92,Drama
The Good Lie,Philippe Falardeau,166.0,110,Biography
Deliver Us from Evil,Scott Derrickson,249.0,118,Action
The Raid 2,Gareth Evans,37.35,150,Action
Taken 3,Olivier Megaton,398.4,108,Action
Pompeii,Paul W.S. Anderson,830.0,105,Action
Ride Along,Tim Story,207.5,99,Action
That Awkward Moment,Tom Gormican,66.4,94,Comedy
The Homesman,Tommy Lee Jones,132.8,122,Drama
"Men, Women & Children",Jason Reitman,132.8,119,Comedy
Let's Be Cops,Luke Greenfield,141.1,104,Action
A Most Violent Year,J.C. Chandor,166.0,125,Action
The Loft,Erik Van Looy,116.2,108,Mystery
A Most Wanted Man,Anton Corbijn,124.5,122,Crime
Clown,Jon Watts,12.45,100,Horror
The Signal,William Eubank,33.2,97,Drama
The Hundred-Foot Journey,Lasse HallstrÃ¶m,182.6,122,Comedy
Beyond the Lights,Gina Prince-Bythewood,58.1,116,Drama
Maps to the Stars,David Cronenberg,124.5,111,Comedy
If I Stay,R.J. Cutler,91.3,107,Drama
Still Alice,Richard Glatzer,41.5,101,Drama
3 Days to Kill,McG,232.4,117,Action
Love & Mercy,Bill Pohlad,83.0,121,Biography
Big Eyes,Tim Burton,83.0,106,Biography
Addicted,Bille Woodruff,41.5,106,Drama
The Water Diviner,Russell Crowe,186.75,111,Drama
Selma,Ava DuVernay,166.0,128,Biography
Veronica Mars,Rob Thomas,49.8,107,Crime
Million Dollar Arm,Craig Gillespie,207.5,124,Biography
The One I Love,Charlie McDowell,0.83,91,Comedy
Jersey Boys,Clint Eastwood,332.0,134,Biography
Draft Day,Ivan Reitman,207.5,110,Drama
And So It Goes,Rob Reiner,149.4,94,Comedy
A Haunted House 2,Michael Tiddes,33.2,86,Comedy
The Gambler,Rupert Wyatt,207.5,111,Crime
Cake,Daniel Barnz,58.1,102,Drama
"I, Frankenstein",Stuart Beattie,539.5,92,Action
Muppets Most Wanted,James Bobin,415.0,107,Adventure
Pawn Sacrifice,Edward Zwick,157.7,115,Biography
Left Behind,Vic Armstrong,132.8,110,Action
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,232.4,81,Comedy
St. Vincent,Theodore Melfi,107.9,102,Comedy
The Legend of Hercules,Renny Harlin,581.0,99,Action
Step Up All in,Trish Sie,373.5,112,Drama
God's Not Dead,Harold Cronk,16.6,113,Drama
Winter's Tale,Akiva Goldsman,498.0,118,Drama
Mr. Peabody & Sherman,Rob Minkoff,1203.5,92,Animation
Tammy,Ben Falcone,166.0,97,Comedy
A Long Way Down,Pascal Chaumeil,99.6,96,Comedy
The Rover,David MichÃ´d,99.6,103,Action
Lost River,Ryan Gosling,16.6,95,Drama
Magic in the Moonlight,Woody Allen,139.44,97,Comedy
The Quiet Ones,John Pogue,1.66,98,Horror
Barefoot,Andrew Fleming,49.8,90,Comedy
No Good Deed,Sam Miller,109.56,84,Thriller
Serena,Susanne Bier,249.0,109,Drama
The Duke of Burgundy,Peter Strickland,8.3,104,Drama
Wish I Was Here,Zach Braff,49.8,106,Comedy
Get on Up,Tate Taylor,249.0,139,Biography
Suffragette,Sarah Gavron,116.2,106,Drama
Ouija,Stiles White,41.5,89,Horror
Heaven Is for Real,Randall Wallace,99.6,99,Biography
While We're Young,Noah Baumbach,83.0,97,Comedy
Think Like a Man Too,Tim Story,199.2,106,Comedy
Planes: Fire & Rescue,Roberts Gannaway,415.0,83,Animation
Top Five,Chris Rock,99.6,102,Comedy
99 Homes,Ramin Bahrani,66.4,112,Drama
Black or White,Mike Binder,74.7,121,Drama
Laggies,Lynn Shelton,41.5,99,Comedy
Mad Max: Fury Road,George Miller,1245.0,120,Action
Avengers: Age of Ultron,Joss Whedon,2075.0,141,Action
Crimson Peak,Guillermo del Toro,456.5,119,Drama
Furious 7,James Wan,1577.0,137,Action
The Hateful Eight,Quentin Tarantino,365.2,168,Crime
Ant-Man,Peyton Reed,1079.0,117,Action
Fifty Shades of Grey,Sam Taylor-Johnson,332.0,125,Drama
Sicario,Denis Villeneuve,249.0,121,Action
The Witch,Robert Eggers,33.2,92,Drama
The Big Short,Adam McKay,232.4,130,Biography
Jurassic World,Colin Trevorrow,1245.0,124,Action
The Revenant,Alejandro G. IÃ±Ã¡rritu,1120.5,156,Action
The Martian,Ridley Scott,896.4,144,Adventure
Room,Lenny Abrahamson,107.9,118,Drama
Inside Out,Pete Docter,1452.5,95,Animation
Spotlight,Tom McCarthy,166.0,129,Biography
American Ultra,Nima Nourizadeh,232.4,96,Action
The Man from U.N.C.L.E.,Guy Ritchie,622.5,116,Action
Terminator Genisys,Alan Taylor,1286.5,126,Action
Cinderella,Kenneth Branagh,788.5,105,Drama
Star Wars: Episode VII - The Force Awakens,J.J. Abrams,2033.5,138,Action
Spectre,Sam Mendes,2033.5,148,Action
Legend,Brian Helgeland,249.0,132,Biography
Chappie,Neill Blomkamp,406.7,120,Action
Knock Knock,Eli Roth,20.75,99,Drama
In the Heart of the Sea,Ron Howard,830.0,122,Action
The Bronze,Bryan Buckley,29.05,100,Comedy
The Intern,Nancy Meyers,290.5,121,Comedy
The Hunger Games: Mockingjay - Part 2,Francis Lawrence,1328.0,137,Action
Everest,Baltasar KormÃ¡kur,456.5,121,Action
Blackhat,Michael Mann,581.0,133,Action
Spy,Paul Feig,539.5,120,Action
Fantastic Four,Josh Trank,996.0,100,Action
Mission: Impossible - Rogue Nation,Christopher McQuarrie,1245.0,131,Action
The Visit,M. Night Shyamalan,41.5,94,Horror
Vacation,John Francis Daley,257.3,99,Adventure
Creed,Ryan Coogler,290.5,133,Drama
The Age of Adaline,Lee Toland Krieger,207.5,112,Drama
Black Mass,Scott Cooper,439.9,123,Biography
Focus,Glenn Ficarra,415.83,105,Comedy
Home,Tim Johnson,1120.5,94,Animation
Jupiter Ascending,Lana Wachowski,1460.8,127,Action
I Saw the Light,Marc Abraham,107.9,123,Biography
Minions,Kyle Balda,614.2,91,Animation
Pitch Perfect 2,Elizabeth Banks,240.7,115,Comedy
San Andreas,Brad Peyton,913.0,114,Action
Trainwreck,Judd Apatow,290.5,125,Comedy
Tomorrowland,Brad Bird,1577.0,130,Action
Bridge of Spies,Steven Spielberg,332.0,142,Drama
The Danish Girl,Tom Hooper,124.5,119,Biography
The Divergent Series: Insurgent,Robert Schwentke,913.0,119,Action
Straight Outta Compton,F. Gary Gray,232.4,147,Biography
Carol,Todd Haynes,97.94,118,Drama
No Escape,John Erick Dowdle,134.46,103,Action
The Boy Next Door,Rob Cohen,33.2,91,Thriller
Southpaw,Antoine Fuqua,249.0,124,Action
Maze Runner: The Scorch Trials,Wes Ball,506.3,131,Action
The Last Witch Hunter,Breck Eisner,747.0,106,Action
Green Room,Jeremy Saulnier,41.5,95,Horror
Burnt,John Wells,166.0,101,Comedy
The Good Dinosaur,Peter Sohn,1660.0,93,Animation
The Gift,Joel Edgerton,41.5,108,Drama
Point Break,Ericson Core,871.5,114,Action
Get Hard,Etan Cohen,332.0,100,Comedy
Hitman: Agent 47,Aleksander Bach,290.5,96,Action
Entourage,Doug Ellin,249.0,104,Comedy
Steve Jobs,Danny Boyle,249.0,122,Biography
Scouts Guide to the Zombie Apocalypse,Christopher Landon,124.5,93,Action
Hardcore Henry,Ilya Naishuller,16.6,96,Action
Joy,David O. Russell,498.0,124,Biography
Masterminds,Jared Hess,207.5,95,Biography
Brooklyn,John Crowley,91.3,117,Drama
Self/less,Tarsem Singh,215.8,117,Action
Ted 2,Seth MacFarlane,564.4,115,Comedy
Pan,Joe Wright,1245.0,111,Adventure
Pixels,Chris Columbus,730.4,105,Action
Demolition,Jean-Marc VallÃ©e,83.0,101,Comedy
Macbeth,Justin Kurzel,124.5,113,Drama
Daddy's Home,Sean Anders,415.0,96,Comedy
Run All Night,Jaume Collet-Serra,415.0,114,Action
Mr. Right,Paco Cabezas,66.4,95,Action
Magic Mike XXL,Gregory Jacobs,122.84,115,Comedy
The DUFF,Ari Sandel,70.55,101,Comedy
Trumbo,Jay Roach,124.5,124,Biography
Hotel Transylvania 2,Genndy Tartakovsky,664.0,89,Animation
The Longest Ride,George Tillman Jr.,282.2,123,Drama
Victor Frankenstein,Paul McGuigan,539.5,110,Drama
Insidious: Chapter 3,Leigh Whannell,83.0,97,Horror
Goosebumps,Rob Letterman,481.4,103,Adventure
Aloha,Cameron Crowe,307.1,105,Comedy
Baahubali: The Beginning,S.S. Rajamouli,149.62,159,Action
The Wedding Ringer,Jeremy Garelick,190.9,101,Comedy
Sisters,Jason Moore,249.0,118,Comedy
Secret in Their Eyes,Billy Ray,161.85,111,Crime
Irrational Man,Woody Allen,91.3,95,Comedy
Wild Card,Simon West,249.0,92,Action
Paper Towns,Jake Schreier,99.6,109,Adventure
The Lady in the Van,Nicholas Hytner,49.8,104,Biography
The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,614.2,92,Animation
Child 44,Daniel Espinosa,415.0,137,Crime
Beasts of No Nation,Cary Joji Fukunaga,49.8,137,Drama
Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,66.4,105,Comedy
Concussion,Peter Landesman,290.5,123,Biography
The Diary of a Teenage Girl,Marielle Heller,16.6,102,Comedy
The Walk,Robert Zemeckis,290.5,123,Action
Tangerine,Sean Baker,0.83,88,Comedy
A Walk in the Woods,Ken Kwapis,66.4,104,Adventure
Sinister 2,CiarÃ¡n Foy,83.0,97,Horror
Anomalisa,Duke Johnson,66.4,90,Animation
Mississippi Grind,Anna Boden,49.8,108,Comedy
Drishyam,Nishikant Kamat,78.02,163,Crime
Woman in Gold,Simon Curtis,91.3,109,Biography
Eddie the Eagle,Dexter Fletcher,190.9,106,Biography
Eye in the Sky,Gavin Hood,107.9,102,Action
The Second Best Exotic Marigold Hotel,John Madden,83.0,122,Comedy
Poltergeist,Gil Kenan,290.5,93,Horror
The Meddler,Lorene Scafaria,26.56,103,Comedy
We Are Your Friends,Max Joseph,16.6,96,Drama
Grandma,Paul Weitz,4.98,79,Comedy
By the Sea,Angelina Jolie,83.0,122,Drama
Mortdecai,David Koepp,498.0,107,Action
Project Almanac,Dean Israelite,99.6,106,Drama
The Man Who Knew Infinity,Matt Brown,83.0,108,Biography
Z for Zachariah,Craig Zobel,62.25,98,Drama
Equals,Drake Doremus,132.8,101,Drama
Dope,Rick Famuyiwa,58.1,103,Adventure
Hot Pursuit,Anne Fletcher,290.5,87,Action
Krampus,Michael Dougherty,124.5,98,Comedy
The Gunman,Pierre Morel,332.0,115,Action
The Night Before,Jonathan Levine,207.5,101,Comedy
90 Minutes in Heaven,Michael Polish,41.5,121,Drama
Ip Man 3,Wilson Yip,298.8,105,Action
"McFarland, USA",Niki Caro,141.1,129,Biography
The Peanuts Movie,Steve Martino,821.7,88,Animation
Rock the Kasbah,Barry Levinson,124.5,106,Comedy
The Sea of Trees,Gus Van Sant,207.5,110,Drama
Alvin and the Chipmunks: The Road Chip,Walt Becker,747.0,92,Animation
The Lazarus Effect,David Gelb,27.39,83,Horror
Love the Coopers,Jessie Nelson,141.1,107,Comedy
The 33,Patricia Riggen,215.8,127,Biography
The Little Prince,Mark Osborne,673.96,108,Animation
Louder Than Bombs,Joachim Trier,91.3,109,Drama
The Gallows,Travis Cluff,0.83,81,Horror
Slow West,John Maclean,16.6,84,Action
Cop Car,Jon Watts,6.64,88,Crime
Jem and the Holograms,Jon M. Chu,41.5,118,Adventure
Captive,Jerry Jameson,16.6,97,Action
Our Brand Is Crisis,David Gordon Green,232.4,107,Comedy
Unfinished Business,Ken Scott,290.5,91,Comedy
Hot Tub Time Machine 2,Steve Pink,116.2,93,Comedy
"Hello, My Name Is Doris",Michael Showalter,8.3,90,Comedy
Ricki and the Flash,Jonathan Demme,149.4,101,Comedy
Danny Collins,Dan Fogelman,83.0,106,Biography
Mr. Holmes,Bill Condon,91.3,104,Drama
Paul Blart: Mall Cop 2,Andy Fickman,249.0,94,Action
War Room,Alex Kendrick,24.9,120,Drama
Dragon Blade,Daniel Lee,539.5,127,Action
Mother's Day,Garry Marshall,207.5,118,Comedy
Suicide Squad,David Ayer,1452.5,123,Action
The Magnificent Seven,Antoine Fuqua,747.0,132,Action
Captain America: Civil War,Anthony Russo,2075.0,147,Action
Warcraft,Duncan Jones,1328.0,123,Action
Deadpool,Tim Miller,481.4,108,Action
Doctor Strange,Scott Derrickson,1369.5,115,Action
Split,M. Night Shyamalan,74.7,117,Horror
Me Before You,Thea Sharrock,166.0,106,Drama
Don't Breathe,Fede Alvarez,82.17,88,Crime
Moana,Directors,1245.0,107,Animation
Arrival,Denis Villeneuve,390.1,116,Drama
X-Men: Apocalypse,Bryan Singer,1477.4,144,Action
Captain Fantastic,Matt Ross,41.5,118,Comedy
Star Trek Beyond,Justin Lin,1535.5,122,Action
Sing,Garth Jennings,622.5,108,Animation
La La Land,Damien Chazelle,249.0,128,Comedy
The Conjuring 2,James Wan,332.0,134,Horror
Passengers,Morten Tyldum,913.0,116,Drama
Zootopia,Byron Howard,1245.0,108,Animation
The Huntsman: Winter's War,Cedric Nicolas-Troyan,954.5,114,Action
Hacksaw Ridge,Mel Gibson,332.0,139,Biography
13 Hours,Michael Bay,415.0,144,Action
Nocturnal Animals,Tom Ford,186.75,116,Drama
Rogue One: A Star Wars Story,Gareth Edwards,1660.0,133,Action
Batman v Superman: Dawn of Justice,Zack Snyder,2075.0,152,Action
Kung Fu Panda 3,Alessandro Carloni,1203.5,95,Animation
The Nice Guys,Shane Black,415.0,116,Action
Independence Day: Resurgence,Roland Emmerich,1369.5,120,Action
Miss Peregrine's Home for Peculiar Children,Tim Burton,913.0,127,Adventure
Fantastic Beasts and Where to Find Them,David Yates,1494.0,132,Adventure
Resident Evil: The Final Chapter,Paul W.S. Anderson,332.0,107,Action
Criminal,Ariel Vromen,261.45,113,Action
Underworld: Blood Wars,Anna Foerster,290.5,91,Action
The Shallows,Jaume Collet-Serra,141.1,86,Action
Hidden Figures,Theodore Melfi,207.5,127,Biography
Sausage Party,Greg Tiernan,157.7,89,Animation
The Girl on the Train,Tate Taylor,373.5,112,Crime
Hell or High Water,David Mackenzie,99.6,102,Action
The Purge: Election Year,James DeMonaco,83.0,108,Action
Ghostbusters,Paul Feig,1195.2,117,Action
The Accountant,Gavin O'Connor,365.2,128,Action
The Neon Demon,Nicolas Winding Refn,58.1,117,Horror
Moonlight,Barry Jenkins,33.2,111,Drama
Jason Bourne,Paul Greengrass,996.0,123,Action
Manchester by the Sea,Kenneth Lonergan,74.7,137,Drama
Central Intelligence,Rawson Marshall Thurber,415.0,107,Action
War Dogs,Todd Phillips,332.0,114,Biography
The Legend of Tarzan,David Yates,1494.0,110,Action
Silence,Martin Scorsese,381.8,161,Drama
Gods of Egypt,Alex Proyas,1162.0,127,Action
The Founder,John Lee Hancock,207.5,115,Biography
Inferno,Ron Howard,622.5,121,Action
Now You See Me 2,Jon M. Chu,747.0,129,Action
Miss Sloane,John Madden,107.9,132,Drama
The Jungle Book,Jon Favreau,1452.5,106,Adventure
