Director,Duration (mins),Budget (INR Crores),Genre
Kabir Khan,111,44.55,Romance
Lokesh Kanagaraj,153,324.44,Comedy
Mani Ratnam,157,216.56,Sci-Fi
Ayan Mukerji,142,331.36,Comedy
Imtiaz Ali,177,66.91,Drama
Vishal Bhardwaj,157,60.39,Biography
Anurag Basu,166,393.53,Comedy
Ayan Mukerji,146,337.26,Adventure
Sanjay Leela Bhansali,180,309.43,Action
Sriram Raghavan,123,351.83,Musical
Shoojit Sircar,105,347.76,Animation
Shoojit Sircar,157,425.26,Biography
Anurag Basu,118,299.92,Crime
Atlee,133,393.65,Romantic Comedy
Imtiaz Ali,148,268.42,Adventure
Anurag Basu,158,308.18,Comedy
Anurag Kashyap,164,188.38,Musical
Shoojit Sircar,145,248.5,Sci-Fi
Sriram Raghavan,168,359.86,Animation
Shoojit Sircar,120,67.0,Action
Imtiaz Ali,129,440.15,Animation
Sanjay Leela Bhansali,116,189.76,Animation
Sandeep Reddy Vanga,96,485.41,Fantasy
S.S. Rajamouli,130,499.97,Adventure
Kabir Khan,132,277.69,Horror
Zoya Akhtar,118,181.11,Romantic Comedy
S.S. Rajamouli,104,334.81,Sci-Fi
Imtiaz Ali,131,241.01,Action
Sanjay Leela Bhansali,149,289.4,Thriller
Sandeep Reddy Vanga,133,249.33,Romance
Rohit Shetty,144,154.09,Adventure
Sanjay Leela Bhansali,127,261.68,Musical
Sanjay Leela Bhansali,138,83.28,Historical
Sanjay Leela Bhansali,149,257.53,Drama
Sriram Raghavan,129,444.37,Action
Imtiaz Ali,106,440.87,Biography
Rohit Shetty,101,77.89,Romance
Sandeep Reddy Vanga,159,304.14,Sci-Fi
S.S. Rajamouli,102,28.91,Thriller
Kabir Khan,153,172.3,Crime
Shoojit Sircar,93,147.42,Drama
Sanjay Leela Bhansali,120,45.75,Action
Atlee,168,309.2,Drama
Anurag Basu,124,399.44,Romantic Comedy
Sriram Raghavan,147,83.99,Musical
Anurag Basu,159,84.59,Drama
Rajkumar Hirani,173,159.4,Thriller
Ayan Mukerji,92,313.62,Sci-Fi
S.S. Rajamouli,121,92.19,Action
Imtiaz Ali,180,168.92,Adventure
Rohit Shetty,117,213.56,Musical
Ayan Mukerji,115,235.8,Romantic Comedy
Sriram Raghavan,168,427.42,Crime
Rohit Shetty,150,118.3,Historical
Kabir Khan,176,471.21,Sci-Fi
Lokesh Kanagaraj,161,281.23,Fantasy
Karan Johar,93,269.74,Fantasy
S.S. Rajamouli,98,132.34,Musical
Lokesh Kanagaraj,140,263.52,Fantasy
Prashanth Neel,135,359.28,Horror
Prashanth Neel,157,121.25,Musical
S.S. Rajamouli,137,82.88,Animation
Kabir Khan,111,70.84,Horror
Rohit Shetty,97,496.77,Action
Sandeep Reddy Vanga,101,236.65,Thriller
Prashanth Neel,125,297.52,Animation
Sandeep Reddy Vanga,180,354.58,Action
Karan Johar,169,178.91,Drama
Anurag Basu,165,374.43,Fantasy
Kabir Khan,92,341.76,Biography
Vishal Bhardwaj,115,279.49,Drama
Sanjay Leela Bhansali,158,339.98,Biography
Sandeep Reddy Vanga,141,351.95,Romance
S.S. Rajamouli,131,449.15,Crime
S.S. Rajamouli,164,150.14,Romance
Prashanth Neel,91,275.1,Romance
Sanjay Leela Bhansali,144,39.51,Romance
Lokesh Kanagaraj,92,399.1,Romantic Comedy
Sriram Raghavan,149,301.07,Fantasy
S.S. Rajamouli,97,314.47,Crime
Sandeep Reddy Vanga,110,92.71,Animation
Vishal Bhardwaj,171,142.59,Drama
Mani Ratnam,178,328.54,Crime
Zoya Akhtar,105,323.85,Horror
Rajkumar Hirani,131,486.07,Sci-Fi
Sriram Raghavan,131,91.61,Animation
Imtiaz Ali,105,33.75,Biography
Karan Johar,147,141.28,Drama
Ayan Mukerji,131,361.97,Historical
Anurag Kashyap,170,183.23,Romance
Lokesh Kanagaraj,92,308.24,Drama
Prashanth Neel,140,358.91,Action
Zoya Akhtar,90,366.8,Fantasy
Sriram Raghavan,168,127.07,Romance
Kabir Khan,174,275.92,Horror
Kabir Khan,97,120.83,Animation
Sriram Raghavan,122,127.67,Crime
Zoya Akhtar,124,250.54,Drama
S.S. Rajamouli,98,180.06,Action
Imtiaz Ali,145,200.26,Action
Lokesh Kanagaraj,162,200.37,Animation
Atlee,178,79.3,Thriller
Anurag Basu,133,468.43,Drama
Karan Johar,127,188.38,Action
Kabir Khan,138,56.18,Romance
Atlee,91,447.23,Action
Rajkumar Hirani,103,105.82,Animation
S.S. Rajamouli,165,259.73,Romantic Comedy
Sandeep Reddy Vanga,105,367.81,Crime
Lokesh Kanagaraj,137,282.9,Historical
Lokesh Kanagaraj,161,258.35,Biography
Sanjay Leela Bhansali,168,423.19,Romance
Rohit Shetty,144,265.76,Drama
S.S. Rajamouli,156,201.07,Horror
S.S. Rajamouli,163,88.59,Comedy
Rohit Shetty,102,336.03,Musical
Kabir Khan,105,163.81,Sci-Fi
Anurag Basu,170,201.65,Crime
Lokesh Kanagaraj,122,40.53,Fantasy
Mani Ratnam,129,217.13,Romantic Comedy
Sanjay Leela Bhansali,146,498.6,Comedy
Sanjay Leela Bhansali,180,133.86,Crime
Sandeep Reddy Vanga,147,484.61,Biography
Prashanth Neel,152,163.75,Drama
Shoojit Sircar,142,68.68,Horror
Vishal Bhardwaj,95,126.61,Biography
Sriram Raghavan,105,134.03,Crime
Lokesh Kanagaraj,110,185.09,Action
Anurag Kashyap,162,437.8,Thriller
Anurag Basu,146,95.07,Musical
Rohit Shetty,122,46.41,Biography
S.S. Rajamouli,97,314.31,Romance
Vishal Bhardwaj,159,416.72,Crime
Prashanth Neel,96,438.94,Adventure
Anurag Kashyap,165,201.61,Action
Vishal Bhardwaj,111,444.86,Horror
Zoya Akhtar,138,97.37,Biography
Shoojit Sircar,146,333.71,Adventure
Lokesh Kanagaraj,162,83.54,Romantic Comedy
Anurag Basu,111,198.35,Thriller
Anurag Basu,172,184.81,Sci-Fi
Rohit Shetty,164,54.07,Musical
Anurag Kashyap,141,94.9,Sci-Fi
Sandeep Reddy Vanga,171,276.16,Musical
S.S. Rajamouli,110,159.02,Thriller
S.S. Rajamouli,103,352.22,Horror
Mani Ratnam,179,412.92,Biography
Anurag Basu,122,175.36,Action
Atlee,104,464.5,Adventure
Sanjay Leela Bhansali,118,477.12,Adventure
Sanjay Leela Bhansali,97,370.78,Historical
Atlee,115,246.38,Musical
Sanjay Leela Bhansali,175,384.06,Sci-Fi
S.S. Rajamouli,97,123.24,Action
Rajkumar Hirani,134,293.54,Comedy
Anurag Basu,146,118.08,Musical
Anurag Kashyap,164,377.18,Animation
Ayan Mukerji,113,386.46,Adventure
Vishal Bhardwaj,97,51.05,Adventure
Shoojit Sircar,138,75.84,Romantic Comedy
S.S. Rajamouli,120,137.5,Historical
Vishal Bhardwaj,98,193.6,Historical
Zoya Akhtar,115,380.43,Animation
Anurag Basu,156,98.71,Crime
Rohit Shetty,174,149.24,Biography
Atlee,94,333.76,Horror
Kabir Khan,166,401.28,Animation
Lokesh Kanagaraj,111,127.66,Historical
Sanjay Leela Bhansali,93,30.62,Sci-Fi
Imtiaz Ali,133,364.08,Action
Zoya Akhtar,145,169.45,Historical
Atlee,160,83.34,Fantasy
Mani Ratnam,155,240.89,Crime
S.S. Rajamouli,147,417.19,Historical
Vishal Bhardwaj,123,66.0,Fantasy
S.S. Rajamouli,107,182.77,Historical
Rohit Shetty,140,89.72,Horror
S.S. Rajamouli,157,319.68,Romantic Comedy
Anurag Basu,144,196.68,Horror
Anurag Basu,123,381.8,Biography
Anurag Kashyap,131,160.93,Adventure
Anurag Kashyap,126,222.23,Sci-Fi
Kabir Khan,107,479.54,Romantic Comedy
Rajkumar Hirani,102,174.67,Historical
Kabir Khan,177,428.02,Romance
Anurag Basu,174,23.22,Action
Shoojit Sircar,127,36.44,Crime
Sriram Raghavan,142,66.67,Romantic Comedy
Rohit Shetty,95,392.68,Sci-Fi
Ayan Mukerji,159,20.84,Drama
Zoya Akhtar,90,490.16,Action
Imtiaz Ali,136,356.94,Historical
Ayan Mukerji,136,161.57,Comedy
Rohit Shetty,109,475.16,Comedy
Zoya Akhtar,97,128.23,Crime
Zoya Akhtar,102,73.1,Horror
Vishal Bhardwaj,178,419.82,Thriller
Mani Ratnam,134,115.92,Horror
Shoojit Sircar,165,49.48,Horror
S.S. Rajamouli,153,395.66,Crime
Atlee,99,495.04,Musical
Sanjay Leela Bhansali,110,323.56,Animation
S.S. Rajamouli,99,208.86,Fantasy
Rohit Shetty,95,53.0,Crime
Anurag Kashyap,93,132.97,Animation
Sanjay Leela Bhansali,173,61.18,Fantasy
Rajkumar Hirani,144,106.36,Adventure
Shoojit Sircar,130,246.02,Romance
Sandeep Reddy Vanga,176,279.14,Romantic Comedy
S.S. Rajamouli,173,102.96,Sci-Fi
Imtiaz Ali,164,328.95,Historical
Karan Johar,126,133.27,Musical
Shoojit Sircar,123,172.49,Crime
Rohit Shetty,90,160.7,Fantasy
Anurag Basu,93,383.93,Fantasy
Ayan Mukerji,162,312.87,Musical
Vishal Bhardwaj,139,308.27,Thriller
Karan Johar,102,137.48,Comedy
Rohit Shetty,129,373.57,Comedy
Imtiaz Ali,117,449.69,Adventure
Ayan Mukerji,109,283.21,Fantasy
Shoojit Sircar,122,454.25,Fantasy
Vishal Bhardwaj,111,70.62,Fantasy
Rajkumar Hirani,100,63.41,Biography
Lokesh Kanagaraj,148,194.11,Adventure
Anurag Kashyap,174,271.03,Romantic Comedy
Rajkumar Hirani,103,43.26,Historical
Sriram Raghavan,157,139.19,Crime
Imtiaz Ali,179,489.66,Romantic Comedy
Sriram Raghavan,155,287.5,Biography
Karan Johar,136,426.62,Action
Vishal Bhardwaj,141,262.87,Romance
Anurag Kashyap,104,414.34,Horror
Rohit Shetty,114,66.92,Crime
Vishal Bhardwaj,120,384.98,Animation
Prashanth Neel,98,490.63,Horror
Kabir Khan,145,283.23,Romantic Comedy
S.S. Rajamouli,129,142.92,Adventure
Anurag Basu,151,180.95,Drama
Ayan Mukerji,160,263.36,Comedy
S.S. Rajamouli,160,416.7,Musical
Anurag Kashyap,166,446.96,Biography
Imtiaz Ali,102,162.3,Musical
Vishal Bhardwaj,111,206.11,Fantasy
Karan Johar,98,124.78,Sci-Fi
Sriram Raghavan,152,30.06,Adventure
Rohit Shetty,168,469.42,Animation
Shoojit Sircar,137,95.24,Fantasy
Prashanth Neel,103,450.03,Action
Anurag Kashyap,100,388.2,Biography
Anurag Basu,175,72.76,Crime
Vishal Bhardwaj,161,414.16,Action
Karan Johar,162,399.7,Animation
Mani Ratnam,113,93.48,Action
Lokesh Kanagaraj,178,250.62,Fantasy
Karan Johar,149,75.52,Historical
Imtiaz Ali,120,467.52,Comedy
Sanjay Leela Bhansali,146,436.59,Sci-Fi
Anurag Kashyap,150,187.32,Animation
Lokesh Kanagaraj,138,400.32,Romance
Ayan Mukerji,142,488.99,Biography
Lokesh Kanagaraj,125,344.16,Musical
Prashanth Neel,102,430.32,Thriller
Sriram Raghavan,121,333.83,Fantasy
Anurag Basu,121,84.31,Action
S.S. Rajamouli,149,124.67,Horror
Zoya Akhtar,112,71.97,Comedy
Lokesh Kanagaraj,174,282.55,Drama
Zoya Akhtar,123,499.7,Fantasy
Zoya Akhtar,121,189.77,Romance
Atlee,142,331.69,Fantasy
Zoya Akhtar,144,32.89,Historical
Shoojit Sircar,152,104.58,Crime
S.S. Rajamouli,113,218.68,Musical
Prashanth Neel,124,347.34,Musical
Prashanth Neel,124,165.35,Romance
Imtiaz Ali,97,276.55,Historical
Ayan Mukerji,98,168.44,Sci-Fi
Zoya Akhtar,155,204.14,Romantic Comedy
Prashanth Neel,132,119.62,Biography
Prashanth Neel,104,24.19,Romantic Comedy
Lokesh Kanagaraj,179,294.13,Comedy
Zoya Akhtar,140,119.66,Musical
Rajkumar Hirani,93,215.04,Drama
Kabir Khan,128,188.28,Biography
Zoya Akhtar,152,44.18,Horror
S.S. Rajamouli,156,209.98,Romantic Comedy
Vishal Bhardwaj,163,463.0,Horror
Sandeep Reddy Vanga,97,239.88,Musical
Sandeep Reddy Vanga,163,156.13,Musical
S.S. Rajamouli,147,461.31,Drama
S.S. Rajamouli,150,410.12,Fantasy
Rohit Shetty,95,237.22,Animation
S.S. Rajamouli,146,124.7,Thriller
Prashanth Neel,116,312.15,Comedy
Ayan Mukerji,158,60.42,Musical
Karan Johar,114,384.13,Biography
Vishal Bhardwaj,110,49.01,Horror
Prashanth Neel,90,277.02,Musical
Lokesh Kanagaraj,155,421.21,Fantasy
Vishal Bhardwaj,155,498.91,Horror
Vishal Bhardwaj,137,98.3,Thriller
Rohit Shetty,110,343.33,Biography
Shoojit Sircar,141,257.74,Animation
Imtiaz Ali,93,179.65,Biography
Shoojit Sircar,169,218.84,Historical
Zoya Akhtar,177,238.69,Romance
Lokesh Kanagaraj,138,450.85,Romantic Comedy
Atlee,152,202.11,Adventure
Sandeep Reddy Vanga,107,199.14,Horror
Rajkumar Hirani,97,395.6,Animation
Anurag Kashyap,102,95.29,Sci-Fi
Rohit Shetty,97,406.52,Comedy
Sanjay Leela Bhansali,158,88.37,Horror
Atlee,151,395.79,Sci-Fi
S.S. Rajamouli,92,143.5,Romantic Comedy
Rohit Shetty,158,165.36,Musical
Imtiaz Ali,124,414.67,Crime
Karan Johar,166,377.02,Comedy
Sandeep Reddy Vanga,138,156.73,Adventure
Vishal Bhardwaj,110,127.26,Musical
Kabir Khan,162,200.43,Biography
Zoya Akhtar,151,384.44,Biography
Rajkumar Hirani,118,298.47,Biography
Mani Ratnam,150,192.67,Romance
S.S. Rajamouli,169,496.5,Animation
Karan Johar,146,160.91,Romantic Comedy
Mani Ratnam,128,235.75,Romantic Comedy
Kabir Khan,145,438.6,Romance
Rohit Shetty,120,139.29,Crime
Vishal Bhardwaj,104,103.16,Animation
Imtiaz Ali,126,306.1,Romance
Karan Johar,170,302.53,Action
Zoya Akhtar,105,381.38,Romantic Comedy
S.S. Rajamouli,120,326.12,Drama
Mani Ratnam,166,352.64,Historical
Karan Johar,123,145.38,Drama
S.S. Rajamouli,119,388.67,Action
S.S. Rajamouli,146,395.21,Historical
Mani Ratnam,174,459.18,Adventure
Sanjay Leela Bhansali,165,128.35,Drama
S.S. Rajamouli,94,418.8,Crime
S.S. Rajamouli,113,46.03,Crime
Atlee,136,81.89,Sci-Fi
Ayan Mukerji,150,122.99,Sci-Fi
S.S. Rajamouli,90,327.17,Crime
Sanjay Leela Bhansali,121,230.39,Historical
Shoojit Sircar,148,343.18,Romance
Anurag Kashyap,156,172.05,Horror
Kabir Khan,153,291.45,Musical
Atlee,145,194.94,Thriller
Rajkumar Hirani,154,423.9,Romance
Atlee,136,187.1,Action
Prashanth Neel,124,334.89,Romance
Vishal Bhardwaj,92,262.89,Thriller
Sriram Raghavan,122,381.06,Crime
Sanjay Leela Bhansali,169,207.6,Romantic Comedy
S.S. Rajamouli,152,125.44,Comedy
Anurag Basu,152,399.53,Fantasy
Prashanth Neel,95,284.41,Comedy
Imtiaz Ali,170,311.05,Animation
Imtiaz Ali,119,357.69,Horror
Vishal Bhardwaj,95,318.02,Comedy
Prashanth Neel,160,272.2,Animation
S.S. Rajamouli,101,398.89,Sci-Fi
S.S. Rajamouli,111,110.78,Historical
S.S. Rajamouli,180,189.35,Animation
Atlee,174,92.28,Thriller
Vishal Bhardwaj,104,422.09,Historical
Prashanth Neel,168,157.78,Animation
Prashanth Neel,169,389.94,Romantic Comedy
Anurag Kashyap,106,156.47,Adventure
S.S. Rajamouli,168,419.3,Crime
Kabir Khan,141,306.62,Sci-Fi
Shoojit Sircar,151,208.73,Romantic Comedy
Prashanth Neel,180,256.96,Adventure
Rohit Shetty,175,99.4,Historical
Kabir Khan,163,321.07,Historical
Imtiaz Ali,115,339.77,Action
Zoya Akhtar,111,360.81,Animation
Karan Johar,113,89.84,Romance
Sriram Raghavan,138,480.06,Fantasy
Zoya Akhtar,174,345.81,Sci-Fi
Lokesh Kanagaraj,144,201.06,Thriller
Rohit Shetty,148,82.19,Fantasy
Lokesh Kanagaraj,92,425.29,Thriller
Sanjay Leela Bhansali,116,57.66,Historical
Shoojit Sircar,124,289.81,Romantic Comedy
Sandeep Reddy Vanga,149,492.43,Animation
S.S. Rajamouli,175,80.95,Adventure
Zoya Akhtar,110,261.95,Adventure
Anurag Kashyap,154,226.87,Drama
Anurag Kashyap,99,36.25,Sci-Fi
Rohit Shetty,142,36.08,Musical
Anurag Basu,162,114.79,Thriller
Sriram Raghavan,116,476.87,Thriller
S.S. Rajamouli,147,423.84,Adventure
Kabir Khan,178,202.48,Animation
Sriram Raghavan,164,428.26,Horror
Sanjay Leela Bhansali,116,49.21,Animation
Vishal Bhardwaj,179,262.28,Biography
Lokesh Kanagaraj,173,419.03,Sci-Fi
Vishal Bhardwaj,130,175.49,Romance
Sriram Raghavan,137,301.97,Fantasy
Karan Johar,112,111.75,Musical
Anurag Kashyap,179,22.45,Sci-Fi
Lokesh Kanagaraj,92,76.59,Crime
Rajkumar Hirani,99,290.29,Drama
Rohit Shetty,124,212.55,Sci-Fi
Kabir Khan,174,238.26,Animation
Rohit Shetty,120,211.42,Fantasy
S.S. Rajamouli,104,206.25,Adventure
Anurag Kashyap,150,333.43,Romance
Prashanth Neel,157,368.58,Animation
Imtiaz Ali,162,481.95,Animation
Vishal Bhardwaj,120,65.69,Action
Vishal Bhardwaj,153,450.58,Sci-Fi
S.S. Rajamouli,104,298.97,Thriller
Zoya Akhtar,175,110.07,Romance
Kabir Khan,115,134.07,Sci-Fi
Zoya Akhtar,91,198.97,Biography
Anurag Basu,97,392.06,Romantic Comedy
Atlee,121,132.55,Biography
Shoojit Sircar,117,335.43,Adventure
Atlee,137,256.86,Sci-Fi
Vishal Bhardwaj,156,187.63,Biography
Sanjay Leela Bhansali,162,344.6,Biography
Zoya Akhtar,149,466.21,Musical
Vishal Bhardwaj,178,329.39,Musical
S.S. Rajamouli,113,360.74,Fantasy
Anurag Kashyap,122,97.11,Historical
Ayan Mukerji,111,363.38,Fantasy
Zoya Akhtar,96,255.14,Drama
Atlee,131,419.18,Romantic Comedy
Kabir Khan,127,103.55,Historical
Anurag Basu,148,31.58,Romance
Prashanth Neel,96,50.2,Biography
Sriram Raghavan,168,491.19,Adventure
Anurag Basu,137,73.67,Thriller
Imtiaz Ali,155,383.22,Animation
Anurag Basu,119,411.26,Thriller
Mani Ratnam,154,20.16,Romantic Comedy
Sanjay Leela Bhansali,128,240.02,Comedy
Rohit Shetty,94,184.67,Adventure
Zoya Akhtar,140,276.13,Horror
Ayan Mukerji,127,203.07,Action
Anurag Basu,154,378.01,Sci-Fi
Sanjay Leela Bhansali,133,46.32,Musical
Vishal Bhardwaj,99,416.05,Sci-Fi
Kabir Khan,136,53.09,Romantic Comedy
Kabir Khan,179,419.16,Comedy
Imtiaz Ali,158,484.64,Historical
Prashanth Neel,120,258.46,Animation
Atlee,175,187.81,Romance
Rajkumar Hirani,180,248.32,Musical
Sriram Raghavan,112,21.69,Horror
Anurag Kashyap,116,224.47,Comedy
Prashanth Neel,163,257.46,Biography
Sanjay Leela Bhansali,162,441.11,Biography
Kabir Khan,97,205.8,Biography
Rohit Shetty,116,435.46,Fantasy
Sanjay Leela Bhansali,100,136.81,Action
Rohit Shetty,126,65.48,Action
Ayan Mukerji,131,174.45,Horror
Atlee,116,395.59,Biography
Vishal Bhardwaj,94,184.17,Adventure
Kabir Khan,141,416.56,Romantic Comedy
Sandeep Reddy Vanga,148,498.42,Comedy
Rajkumar Hirani,103,38.5,Horror
Imtiaz Ali,106,156.57,Drama
S.S. Rajamouli,98,337.85,Thriller
Sriram Raghavan,93,201.15,Action
S.S. Rajamouli,155,26.33,Historical
Sandeep Reddy Vanga,169,486.15,Crime
Atlee,105,220.74,Musical
Prashanth Neel,148,23.01,Fantasy
Lokesh Kanagaraj,134,128.16,Animation
Vishal Bhardwaj,135,335.92,Thriller
Rajkumar Hirani,178,47.45,Sci-Fi
Prashanth Neel,133,47.95,Comedy
Ayan Mukerji,159,52.96,Biography
Shoojit Sircar,166,338.58,Romantic Comedy
Atlee,136,197.34,Action
Anurag Basu,168,229.44,Historical
Imtiaz Ali,155,206.12,Romance
Sriram Raghavan,114,185.51,Romantic Comedy
Anurag Kashyap,168,49.42,Fantasy
Karan Johar,160,53.24,Comedy
Anurag Basu,104,393.69,Action
Rohit Shetty,141,325.09,Historical
S.S. Rajamouli,98,169.43,Fantasy
Anurag Basu,125,453.26,Comedy
Zoya Akhtar,125,440.27,Musical
Vishal Bhardwaj,154,47.8,Biography
Sanjay Leela Bhansali,137,47.96,Drama
Anurag Kashyap,119,22.27,Historical
Rajkumar Hirani,160,54.91,Comedy
Atlee,144,338.24,Horror
Sanjay Leela Bhansali,119,368.51,Drama
Anurag Basu,173,457.8,Sci-Fi
Sanjay Leela Bhansali,114,304.2,Thriller
Shoojit Sircar,172,219.76,Fantasy
Sriram Raghavan,110,399.3,Drama
Karan Johar,98,225.58,Historical
Vishal Bhardwaj,101,188.65,Animation
Imtiaz Ali,158,136.11,Comedy
Anurag Kashyap,139,283.19,Animation
Vishal Bhardwaj,119,410.13,Musical
Karan Johar,144,267.11,Romance
Zoya Akhtar,134,476.3,Musical
Anurag Basu,125,326.02,Musical
Sandeep Reddy Vanga,169,199.54,Drama
Ayan Mukerji,97,416.49,Crime
Ayan Mukerji,149,340.83,Action
S.S. Rajamouli,94,42.37,Musical
Ayan Mukerji,169,243.79,Historical
Anurag Basu,180,119.41,Romance
Atlee,120,315.2,Comedy
Imtiaz Ali,170,63.67,Musical
Sriram Raghavan,172,331.28,Sci-Fi
Atlee,128,497.95,Sci-Fi
Prashanth Neel,99,423.4,Adventure
Rajkumar Hirani,104,372.98,Comedy
Anurag Basu,174,192.95,Romantic Comedy
Sanjay Leela Bhansali,148,85.07,Drama
Sriram Raghavan,133,295.06,Romantic Comedy
Atlee,149,379.3,Drama
Vishal Bhardwaj,117,322.23,Historical
Anurag Basu,92,161.65,Sci-Fi
Lokesh Kanagaraj,122,315.26,Romantic Comedy
Prashanth Neel,129,213.23,Fantasy
Kabir Khan,180,287.32,Drama
S.S. Rajamouli,167,410.53,Fantasy
S.S. Rajamouli,129,126.35,Thriller
Anurag Kashyap,115,485.5,Musical
Sandeep Reddy Vanga,167,166.59,Historical
Vishal Bhardwaj,112,486.99,Animation
Atlee,155,123.23,Romance
Prashanth Neel,180,147.95,Comedy
Zoya Akhtar,129,239.92,Adventure
Atlee,116,41.31,Biography
Anurag Kashyap,173,452.56,Thriller
Rohit Shetty,168,314.4,Action
S.S. Rajamouli,175,82.76,Thriller
S.S. Rajamouli,91,451.33,Adventure
Kabir Khan,136,443.38,Action
Mani Ratnam,141,247.15,Action
Kabir Khan,152,144.85,Sci-Fi
Rohit Shetty,138,30.9,Sci-Fi
Sanjay Leela Bhansali,175,447.5,Biography
Mani Ratnam,127,268.39,Historical
Imtiaz Ali,174,372.27,Sci-Fi
Prashanth Neel,146,347.59,Romantic Comedy
Imtiaz Ali,158,259.66,Fantasy
Karan Johar,145,330.99,Musical
Sanjay Leela Bhansali,104,221.25,Thriller
Sandeep Reddy Vanga,95,399.15,Horror
S.S. Rajamouli,153,85.08,Romance
Anurag Basu,120,38.48,Thriller
Ayan Mukerji,115,472.77,Action
Rohit Shetty,166,248.78,Musical
Sandeep Reddy Vanga,104,101.75,Action
Lokesh Kanagaraj,110,375.97,Crime
Rajkumar Hirani,159,79.38,Musical
Ayan Mukerji,169,389.33,Musical
Rajkumar Hirani,153,436.73,Biography
Kabir Khan,141,124.85,Thriller
S.S. Rajamouli,160,442.59,Romantic Comedy
Mani Ratnam,146,352.02,Animation
Prashanth Neel,101,426.8,Musical
Ayan Mukerji,90,153.49,Horror
Anurag Basu,122,404.78,Romantic Comedy
Vishal Bhardwaj,179,200.23,Horror
Zoya Akhtar,98,381.62,Sci-Fi
S.S. Rajamouli,102,489.42,Drama
Imtiaz Ali,130,124.39,Biography
S.S. Rajamouli,146,169.03,Animation
S.S. Rajamouli,159,207.44,Historical
S.S. Rajamouli,138,236.26,Animation
Rajkumar Hirani,138,134.09,Animation
Rajkumar Hirani,136,338.27,Romance
Shoojit Sircar,121,114.63,Sci-Fi
Prashanth Neel,172,182.42,Musical
Zoya Akhtar,101,375.29,Drama
Kabir Khan,99,471.9,Romantic Comedy
Atlee,165,331.46,Musical
Kabir Khan,118,380.17,Romance
Mani Ratnam,122,496.5,Comedy
Kabir Khan,96,120.54,Comedy
S.S. Rajamouli,142,306.09,Historical
S.S. Rajamouli,110,274.87,Fantasy
Imtiaz Ali,94,56.18,Historical
Rohit Shetty,150,452.98,Drama
Prashanth Neel,128,190.56,Comedy
Vishal Bhardwaj,104,283.96,Horror
Sriram Raghavan,143,481.0,Sci-Fi
Prashanth Neel,94,211.42,Animation
Ayan Mukerji,178,333.01,Historical
Anurag Kashyap,150,307.34,Comedy
Vishal Bhardwaj,175,60.44,Horror
Anurag Basu,138,484.59,Drama
Ayan Mukerji,127,344.95,Musical
Atlee,98,350.49,Action
S.S. Rajamouli,173,461.75,Horror
Ayan Mukerji,108,71.81,Adventure
S.S. Rajamouli,141,370.25,Historical
Anurag Basu,167,415.26,Adventure
Ayan Mukerji,107,473.49,Historical
S.S. Rajamouli,120,394.74,Musical
Rohit Shetty,155,76.41,Drama
Ayan Mukerji,151,216.7,Crime
Kabir Khan,168,145.13,Crime
Vishal Bhardwaj,133,499.79,Fantasy
Karan Johar,113,138.07,Comedy
Lokesh Kanagaraj,100,23.61,Animation
Lokesh Kanagaraj,138,316.95,Crime
Shoojit Sircar,145,251.78,Sci-Fi
S.S. Rajamouli,159,232.07,Adventure
Prashanth Neel,103,413.04,Horror
Zoya Akhtar,114,61.27,Adventure
Zoya Akhtar,138,107.87,Comedy
Vishal Bhardwaj,140,53.89,Romance
Mani Ratnam,109,431.49,Fantasy
S.S. Rajamouli,161,273.88,Romantic Comedy
Mani Ratnam,170,70.79,Sci-Fi
Sanjay Leela Bhansali,98,353.32,Thriller
S.S. Rajamouli,121,291.66,Crime
Anurag Kashyap,115,478.01,Fantasy
Anurag Basu,141,476.12,Horror
Anurag Kashyap,126,317.67,Adventure
Zoya Akhtar,162,118.49,Animation
Zoya Akhtar,153,376.37,Musical
Lokesh Kanagaraj,159,479.69,Biography
Rajkumar Hirani,161,394.26,Animation
